ID,DATE,QUALITY,MIN_5CM,MIN_2M,MEAN_2M,MAX_2M,REL_HUMIDITY,MEAN_WIND_STRENGTH,MAX_WIND_SPEED,SUNSHINE,MEAN_CLOUDINESS,PRECIPITATION,MEAN_PRESSURE
5100,2020-09-06,3,6.1,7.9,13.8,21.2,62.63,1.6,6.6,7.917,6.2,0,988.22,
5100,2020-09-07,3,4.9,6.9,14.9,22.8,57.33,1.7,7.8,12.233,0.9,0,991.86,
5100,2020-09-08,3,6.1,7.6,17.1,27.1,56.29,1.9,8.2,12.25,0.9,0,994.07,
5100,2020-09-09,3,9.4,10.7,18.2,25.9,68.08,1.8,8,4.567,4.3,0.1,990.67,
5100,2020-09-10,3,11.4,13.7,18.7,24.2,63.67,3.1,8.9,4.717,5.6,0,988.62,
5100,2020-09-11,3,7.8,9.3,17.8,27.1,58.92,2,7.9,11.467,0.9,0,985.48,
5100,2020-09-12,3,8.9,10.6,18.9,28.8,60.13,2.3,9.3,11.317,5.7,0,987.92,
5100,2020-09-13,3,8.1,10.3,19.3,30.2,52.92,1.8,5.7,11.983,5.5,0,993.35,
5100,2020-09-14,3,9.9,11.8,21.6,33,49.13,2,5.4,11.45,4.2,0,991.89,
5100,2020-09-15,3,11.5,13.1,23.1,34.8,51.67,1.6,6,11.5,0,0,988.42,
5100,2020-09-16,3,12.9,14.4,21.5,33.2,56.88,2.1,14.4,4.733,5.3,0,987.8,
5100,2020-09-17,3,12,13.3,18.3,23.8,56.54,4.9,12,10.267,2.1,0,991.56,
5100,2020-09-18,3,9.8,10.9,18,28.1,52,5.1,11,11.417,0,0,989.15,
5100,2020-09-19,3,9.8,11.1,19.1,28.7,49.96,2.6,7.9,10.6,3.1,0,985.37,
5100,2020-09-20,3,8.9,10.7,18.3,26.8,45.46,3,9.3,10,6,0,983.73,
5100,2020-09-21,3,6.2,8.9,17.4,27.4,50.25,1.9,4.8,11.6,0,0,983.1,
5100,2020-09-22,3,7.1,9.1,17.8,27.9,53.54,2,9.2,11.183,0.8,0,978.87,
5100,2020-09-23,3,9.2,11.3,17.1,23.6,66.92,4.3,15.1,5.133,6.1,6.2,975.01,
5100,2020-09-24,3,9.3,10.9,15.1,19.4,74.29,6.3,15.1,4.283,6.4,3.5,972.05,
5100,2020-09-25,3,7,8,10.2,13.9,78.67,6.7,18.3,2.333,7,1.9,967.58,
5100,2020-09-26,3,6.9,7.3,9.1,10.9,83.38,5.5,16.1,0.033,7.6,24.6,967.93,
5100,2020-09-27,3,8.5,8.6,10.1,14.2,89.58,3.5,10.8,2.217,7.5,1.3,969.93,
5100,2020-09-28,3,8.4,8.4,9.8,13.1,89.75,2.2,7.1,1.683,7.5,3.8,978.94,
5100,2020-09-29,3,10.2,9.9,12,15.7,94.25,2.2,5.9,1.867,7.3,10,984.64,
5100,2020-09-30,3,9.7,11,14.2,19.2,90.13,1.4,5.5,1.033,7.7,0,982.43,
5100,2020-10-01,3,7.4,8.8,12.1,15.2,89.42,3,13.5,0.983,,2.3,972,
5100,2020-10-02,3,6.3,7.7,12.2,15.9,86.25,3.4,9,0,,0.9,960.4,
5100,2020-10-03,3,9,9.6,11.1,14,88,4.6,17.5,1.383,,10.1,959.3,
5100,2020-10-04,3,6.7,8.5,10.4,15.1,84.54,8,20.2,1.233,,3.6,963.48,
5100,2020-10-05,3,8.5,9.4,10.6,11.9,88.92,8.2,17.4,0.033,,10.7,970.27,
5100,2020-10-06,3,9.4,10,11.3,14.3,90.58,7.4,17.1,0.95,,14.7,972.19,
5100,2020-10-07,3,7.5,9.4,11.5,15.9,83.67,4.8,12.3,1.683,,0.3,981.65,
5100,2020-10-08,3,8.5,9.5,13.1,15.8,86.04,7.3,16.4,0.183,,7.2,986.24,
5100,2020-10-09,3,7.2,8.7,12.5,14.3,95.21,4.8,10.5,0.267,7.2,9.9,986.4,
5100,2020-10-10,3,5.5,7.4,9.6,13.9,75.33,3.3,9.6,7.333,5.5,0,988.93,
5100,2020-10-11,3,3.8,5.7,8.9,13,77,2,5.6,4.117,5.3,0,988.1,
5100,2020-10-12,3,5,6.5,8.7,13.7,85.5,2.2,7.4,2.383,7,0,987.52,
5100,2020-10-13,3,4,5.6,8.2,11.9,82.13,2.3,7.1,1.183,7.9,0,980.89,
5100,2020-10-14,3,1.4,3.3,7.1,11.4,84.29,3.1,11.4,0.583,7,1.9,982.54,
5100,2020-10-15,3,6.2,6.4,7.5,8.7,92.21,2.9,8.4,0,7.8,0.3,984.61,
5100,2020-10-16,3,6.9,7.1,8.6,10.4,85.88,3.1,8.4,0,7.5,0.2,987.62,
5100,2020-10-17,3,2.2,4,7,10.8,85.71,2.1,6,3.783,6.2,0,987.81,
5100,2020-10-18,3,2.3,3.4,6.7,10.5,89.38,1.3,4.5,0,7.9,0,990.45,
5100,2020-10-19,3,3.8,6,8.4,14.8,81.17,1.7,7.2,4.15,6.5,0,988.55,
5100,2020-10-20,3,3.2,6.1,11.3,15.4,75.17,2.9,9,0.783,8,1.9,980.34,
5100,2020-10-21,3,8.7,10.6,16,21.4,63.63,6.3,19.4,4.183,6.8,0.2,975.96,
5100,2020-10-22,3,11.8,13.5,16.4,20.6,76.17,4.7,12,4.65,7,0.5,981.63,
5100,2020-10-23,3,10.3,11.8,13.9,14.8,92.17,3.4,8,0.15,7.1,1.2,980.91,
5100,2020-10-24,3,9.4,11,12.6,13.9,83.79,6.6,15.1,1.4,6.5,0,982.53,
5100,2020-10-25,3,8.9,9.6,11.7,13.7,81.96,5.9,14.4,0.083,7.8,7.2,974.21,
5100,2020-10-26,3,5.4,7.5,9.4,12.1,82.04,5.1,13.9,1.65,6.8,0.6,972.55,
5100,2020-10-27,3,7,7.8,9.3,11.1,81.5,7.1,15.3,1.117,7.4,3.9,975.77,
5100,2020-10-28,3,9.3,9.7,11.3,13.1,81.83,7.2,18.3,3.367,7.2,5.5,978.19,
5100,2020-10-29,3,7.3,8.8,10.2,11.8,89.13,5.7,12.6,0,7.4,3.3,985.49,
5100,2020-10-30,3,10.9,11.7,12.5,13.5,89.33,5.3,11.3,0.033,7.5,0.6,990.45,
5100,2020-10-31,3,8.1,10.2,12.9,17,77.29,3.5,9.7,8.7,5.5,1.5,988.66,
5100,2020-11-01,3,11.6,12.1,14.4,16.6,91.17,6.8,17.1,0,7.5,2,982.85,
5100,2020-11-02,3,10,11,16.9,20.6,79.08,8.7,19.7,1.117,7.4,1.3,982.11,
5100,2020-11-03,3,2.5,4.8,9.2,12.3,83.38,3.6,13,1,5.8,0.4,991.56,
5100,2020-11-04,3,0.7,2.6,5.9,10.9,82.58,2.4,7.2,7.717,2.6,0,999.03,
5100,2020-11-05,3,-0.9,0.1,3.6,9.5,89.67,3.5,9,4.433,3.6,0,1004.22,
5100,2020-11-06,3,-0.8,1.2,5.5,12.4,74.38,3.9,9.1,9.1,2.2,0,998.43,
5100,2020-11-07,3,-0.3,1.2,6.3,13.4,81.38,1.6,4.9,7.75,3.3,0,992.06,
5100,2020-11-08,3,2.1,3.4,7.6,11.4,91.29,1.5,5,0.283,7.9,0.7,991.05,
5100,2020-11-09,3,6.1,8.1,11.1,16.9,90.96,1.6,4.6,2.733,5.8,0,990.96,
5100,2020-11-10,3,6.1,5.9,8.3,9.9,99.08,1.2,3.5,0,8,0,993.43,
5100,2020-11-11,3,8.6,8.6,9.7,10.4,95.96,1.5,6.2,0,8,0.2,992.05,
5100,2020-11-12,3,1.2,4.6,9.3,13.5,83.46,3.7,9.9,2.633,5.4,0,987.52,
5100,2020-11-13,3,0.7,1.6,7.7,13.2,93.33,2.2,10.1,0.7,7.5,0,986.78,
5100,2020-11-14,3,5,8.5,11.4,15.8,84.67,3.3,8.1,7.083,6.8,0,985.56,
5100,2020-11-15,3,7.7,9.9,12.6,16.5,79.17,6.8,24.2,4.533,7.1,11.5,978.04,
5100,2020-11-16,3,7.1,8.4,9.4,10.4,84.79,6.8,15.9,0.933,7,0.5,984.88,
5100,2020-11-17,3,6.8,7.9,9.7,11.3,84.67,4.9,11.7,0.4,7.5,0,994.26,
5100,2020-11-18,3,3.8,7,9.9,14.8,79.17,2.8,7.2,8.433,2,3.1,991.9,
5100,2020-11-19,3,1.6,5.1,8.1,10,85.79,4.2,13,1.7,7.2,1.1,991.75,
5100,2020-11-20,3,-3.7,-1.6,3.3,7.7,86.92,1.6,4.9,4.517,3,0,1001.58,
5100,2020-11-21,3,-4.5,-3,1.4,6.5,86.29,2.4,7,6.65,5.3,0,1000.15,
5100,2020-11-22,3,1.3,2.3,4.8,6.3,81.5,3.3,6.9,0,8,0.6,995.58,
5100,2020-11-23,3,2.8,4.6,6.4,8.7,94.29,1.9,4.7,0.133,7.7,0.4,995.95,
5100,2020-11-24,3,0.6,2.3,3.9,5.5,98.08,1.4,3.6,0,8,0,991.59,
5100,2020-11-25,3,0,0.1,2.8,8.2,95.46,1.3,3.8,4.717,7,0,986.84,
5100,2020-11-26,3,0.2,-0.4,1.1,2.3,99.54,1.3,4.3,0,8,0,988.75,
5100,2020-11-27,3,0.9,0.3,1.5,2.5,99.42,1.7,6,0,8,0,986.99,
5100,2020-11-28,3,-0.1,-0.1,1.8,6.4,94.46,3.6,9.6,3.917,4.9,0,986.8,
5100,2020-11-29,3,-6.2,-4.2,0,2.7,84.21,3.7,9,2.567,4.4,0,991.32,
5100,2020-11-30,3,-8.2,-7.1,-2.4,2,90.5,3.1,11.7,3.4,4.8,3.8,991.83,
5100,2020-12-01,3,-0.1,-0.1,2.3,4.4,97.04,2.4,8.4,0,7.9,0.3,983.36,
5100,2020-12-02,3,0.2,0.5,2.2,3.1,93.96,2.7,6.4,0,7.8,0.1,983.46,
5100,2020-12-03,3,0.4,0.6,2.3,3.9,90.54,5.4,13.6,0,7.7,5.5,968.76,
5100,2020-12-04,3,0.7,2.7,4.9,6.5,87.67,6.4,20.2,0.05,7.5,2.4,955.42,
5100,2020-12-05,3,-0.8,1.2,3.4,5.8,84.46,3.2,9.3,3.833,6.5,0,965.13,
5100,2020-12-06,3,-0.1,0.8,2.2,3.6,94.38,2.1,6.7,0,7.8,2.6,967.08,
5100,2020-12-07,3,-0.7,1,2.7,3.7,90.63,3.1,8.6,0.433,7.2,0,967.51,
5100,2020-12-08,3,-1.9,0.3,1.8,2.9,92.58,3.1,7.1,0.017,6.6,0.7,970.13,
5100,2020-12-09,3,-0.1,-0.2,1,2.4,89.17,1.9,5.8,0,7.8,0,977.29,
5100,2020-12-10,3,-2.8,-1,0.7,2.7,86.17,2,6.3,3.283,7.6,0,974.05,
5100,2020-12-11,3,-3.1,-0.6,2.7,5.3,88.5,3.4,10.8,0,7.8,0.7,963.79,
5100,2020-12-12,3,4.3,4.5,5.9,7,97.42,1.6,4.5,0,7.8,1.3,966.05,
5100,2020-12-13,3,2.2,4,5.8,7.5,87.96,3.7,9.8,2.333,7,0,978.65,
5100,2020-12-14,3,4.3,4.8,7.3,10.5,73.17,2.8,9.9,2.25,7.7,2.8,978.05,
5100,2020-12-15,3,5.5,6.4,8.2,9.9,94.83,2.6,7.7,0,7.6,3.9,979.47,
5100,2020-12-16,3,4.5,6.4,8.6,10.9,88.63,2.9,9,0.85,7.8,0.3,983.79,
5100,2020-12-17,3,4.2,6.7,8.1,9.7,85.79,3.9,11.2,0.117,7.1,0.1,988.19,
5100,2020-12-18,3,1.4,4,6.3,9,91.42,1.9,5.6,5.417,5.5,0,989.75,
5100,2020-12-19,3,2.2,6.6,9.9,12.5,80.83,4.5,13.8,2.45,6.2,2.1,984.28,
5100,2020-12-20,3,5.7,7,8.7,10.3,91.5,3.4,9.9,0.55,7.1,0,987,
5100,2020-12-21,3,4.5,6.1,7.8,10.6,87.25,5.9,15.6,0.417,7.6,5.6,986.06,
5100,2020-12-22,3,9.9,10.5,12.2,13.1,94.42,7.8,16.7,0,7.5,24.7,983.25,
5100,2020-12-23,3,6.2,7.8,11.2,12.6,93.08,5.5,16.3,0,7.2,21.7,980.23,
5100,2020-12-24,3,-0.7,1.2,5,7.8,89.17,4.4,14.9,0,6.5,7.5,978.62,
5100,2020-12-25,3,-2.5,0.2,2.4,4.3,84.17,1.8,6.9,3.1,6.4,0,989.37,
5100,2020-12-26,3,-2,-0.2,1.1,2.6,88.46,4.6,15.1,0.467,7.2,0,990.45,
5100,2020-12-27,3,0.6,1,2.2,3.9,85.75,12.3,23.6,0,6.8,10,960.86,
5100,2020-12-28,3,-0.7,1.2,3,4.1,87.13,5.5,14.8,0.283,7,2.6,946.92,
5100,2020-12-29,3,-0.3,1.3,2.3,3.8,92.5,3.7,10.9,0.2,7.5,1.6,957.22,
5100,2020-12-30,3,1.8,2.2,2.9,4.1,89.46,3.8,9.9,0.367,7.5,0.9,970.39,
5100,2020-12-31,3,0,0.4,1.8,2.7,91.67,4.2,11.7,0,7.4,2,970.45,
5100,2021-01-01,3,-1.3,-0.1,1.3,2.5,95.04,1.2,3.8,0,7.6,0.1,975.86,
5100,2021-01-02,3,-0.8,-1.1,-0.1,1.1,94.79,1.5,4.1,0,8,0,980.56,
5100,2021-01-03,3,-0.1,0.2,0.6,1.1,89.75,2.2,5.3,0,7.9,0.2,979.41,
5100,2021-01-04,3,-0.1,0.1,0.5,0.9,95.42,3.8,8.6,0,7.7,0.2,980.2,
5100,2021-01-05,3,0.2,0.6,1.2,1.8,90.21,4.1,9,0,8,1.1,980.53,
5100,2021-01-06,3,0,0.1,1.2,2.6,93.04,2.1,7,0,7.6,0.3,981.08,
5100,2021-01-07,3,-0.7,-0.1,0.5,1.1,89.63,3.2,7.3,0,7.7,0.6,981.3,
5100,2021-01-08,3,-0.8,-0.3,0.3,0.6,93.5,3,7.3,0,7.5,1.1,982.96,
5100,2021-01-09,3,-4.1,-2.1,-0.1,2.3,88.79,2.2,7.8,3.467,5.6,0,989.33,
5100,2021-01-10,3,-6.5,-4.8,-1,2.6,85.25,1.6,4.4,5.2,3.7,0,990.99,
5100,2021-01-11,3,-7.6,-6.6,-2.1,1.9,84.58,3.7,13.4,5.617,4.9,2.5,988.7,
5100,2021-01-12,3,-3,0.3,2.3,5.2,92.25,6.6,16.6,0,6.5,3.5,979.99,
5100,2021-01-13,3,-3.9,-1.9,1.1,3.5,90.83,3.2,9.5,1.7,7,0.8,984.73,
5100,2021-01-14,3,-0.9,-0.5,0.7,2.8,88.75,2.6,9.5,0,6.6,1.1,984.52,
5100,2021-01-15,3,-4.6,-2.6,-0.4,2.1,73.92,3.6,9.3,4.783,6.5,0,991.24,
5100,2021-01-16,3,-3.5,-3.8,-1.8,-0.3,82.54,2.5,8,0.217,7.8,1.4,991.75,
5100,2021-01-17,3,-3,-3.1,0.1,3.3,93.54,2.1,5.6,0.067,7.8,0.2,986.73,
5100,2021-01-18,3,0.1,1.2,2.4,3.4,88.67,4.9,12.3,0,7.5,0,991.7,
5100,2021-01-19,3,-1.4,0.7,2.5,3.5,84.79,7.2,17.8,0,7.6,0.9,982.33,
5100,2021-01-20,3,-1,0.9,6.1,10.6,70.33,6.8,19.5,2.483,7.8,0,971.35,
5100,2021-01-21,3,4.5,4.8,8.4,10.8,76.13,11,26.6,0.733,7.5,15.1,962.98,
5100,2021-01-22,3,1.2,1.2,4.3,9.1,90.83,4.1,22.7,0.033,7.4,5.7,962.06,
5100,2021-01-23,3,0,0.2,2.8,4.5,91,3.7,9.8,0.667,7.4,3.9,963.42,
5100,2021-01-24,3,-0.4,0.2,0.9,2,80.71,5.2,13.6,0.267,7.1,2.7,966.51,
5100,2021-01-25,3,-4.1,-1.5,0.3,3,90.08,1.8,8.1,0.767,6.8,0.9,972.2,
5100,2021-01-26,3,-1.7,-0.7,1,2.7,82.17,5,10.5,2.667,7.4,0.5,985.57,
5100,2021-01-27,3,-1.8,-0.6,0.7,2.6,95.33,4.5,11,0,7.7,2.7,982.28,
5100,2021-01-28,3,2.4,2.5,6.9,11.9,93.58,4.8,17,0,7.5,13.6,973.11,
5100,2021-01-29,3,4.7,5.4,8,10,89.5,6.5,19.6,1.117,7.3,12.9,967.7,
5100,2021-01-30,3,0.1,0.1,4.3,6.6,93.83,4.8,10.8,0,7.5,9.4,967.23,
5100,2021-01-31,3,-0.3,-0.1,0.6,1.9,93.08,3.8,9.3,0,7.9,3.2,966.77,
5100,2021-02-01,3,1.2,1,4,6.6,95.63,2.2,6.3,0,7.8,1.5,962.41,
5100,2021-02-02,3,3.4,3.8,7.6,11.2,91.83,4.9,11.4,0.05,7.4,2.3,970.24,
5100,2021-02-03,3,5.7,6.9,9.6,12.2,88.92,6.9,18.2,0.367,7.1,16.8,968.57,
5100,2021-02-04,3,1.6,4.2,6.8,9.4,82.92,3.3,11.7,2.85,6.6,0,980.92,
5100,2021-02-05,3,3.6,5,6.8,8.7,95.29,1.5,5.9,0,7.8,7.8,979.52,
5100,2021-02-06,3,3.9,4.1,5.5,6.5,96.71,4.6,9.7,0,7.5,10.3,972.51,
5100,2021-02-07,3,0.2,0.9,4.3,6,91.63,3.1,10.2,0.133,7.7,2.9,963.55,
5100,2021-02-08,3,-3.8,-4.1,-1.9,0.9,91.04,3.5,8.4,0,7.6,1.3,964.48,
5100,2021-02-09,3,-6.5,-6.5,-5,-4,86.21,3.8,8.5,0,7.8,0.2,970.8,
5100,2021-02-10,3,-10.1,-10,-6.6,-3.7,70.67,5.5,12.8,8,5.7,0,976.83,
5100,2021-02-11,3,-7.9,-5.9,-4.1,-0.7,69.63,3.6,10.2,6.55,3.3,0,993.17,
5100,2021-02-12,3,-9.3,-8.4,-5.2,-0.8,67.38,5.7,13.1,9.467,1.2,0,995.91,
5100,2021-02-13,3,-9.5,-8.3,-4.6,-0.3,58.04,5.8,13.5,9.633,0,0,1002.17,
5100,2021-02-14,3,-9.1,-7,-0.8,6.2,46.38,4.4,12.9,8.1,5.9,0,1002.17,
5100,2021-02-15,3,-2.3,-0.3,2.6,5.5,62.75,3.7,10.4,0.2,7.9,0.3,995.04,
5100,2021-02-16,3,2.1,3.4,6.8,11.6,78.79,4.4,11.3,4.967,7.7,2.5,986.11,
5100,2021-02-17,3,0.7,5.4,7.6,9.7,86.54,4.9,11.9,0.2,7.6,0,986.65,
5100,2021-02-18,3,-0.3,0.6,7.5,12.9,76.92,4.1,18.7,2.417,7.6,2.1,980.91,
5100,2021-02-19,3,0.5,2.8,7,11.2,83.79,2.9,8.9,3.817,7.7,0,985.12,
5100,2021-02-20,3,2.8,6.7,11.2,16,67.25,3.5,10,8.9,7,0,983.39,
5100,2021-02-21,3,1.3,7.2,12,18.4,53.79,3.3,12.3,9.9,1.3,0,983.66,
5100,2021-02-22,3,-0.3,1.9,7.1,10.9,75,1.5,4.5,0.2,5.1,0,988.92,
5100,2021-02-23,3,4,7.4,13.1,18.4,66.29,3.8,12.2,8.133,2.5,0,998.82,
5100,2021-02-24,3,4,8.6,12.9,18.3,70.25,2.4,6.9,8.333,0,0,998.65,
5100,2021-02-25,3,1.9,6.6,11.4,18,61.42,2.3,8.8,8.85,1.2,0,995.48,
5100,2021-02-26,3,-1.4,2.1,5.8,7.5,82.38,2.3,9.7,1.15,5.5,3.7,999.43,
5100,2021-02-27,3,-2.5,-0.7,4.1,8.7,78.71,3.6,11.2,7.25,3.6,0,1004.34,
5100,2021-02-28,3,0,2.1,6.1,11.6,63.04,5.1,11.5,10.45,2.1,0,1001.24,
5100,2021-03-01,3,-2.9,-0.1,7,15.7,61.5,4.1,8.8,10.6,0,0,997.94,
5100,2021-03-02,3,-2.2,0.5,8.3,16.8,63.13,2.2,7.9,10.233,0.2,0,997.52,
5100,2021-03-03,3,-0.3,2.4,8.4,15.8,67.63,2.1,6.1,7.15,5.5,0,995.42,
5100,2021-03-04,3,1,3.6,6.5,10.3,81.88,2.2,12.1,0.95,6.6,3.3,987.67,
5100,2021-03-05,3,-3.1,-0.6,2.9,4.8,70.33,3.4,8.8,0.017,6.4,0,992.73,
5100,2021-03-06,3,-4.7,-2.8,1.8,8,54.71,4.3,10.2,10.95,0.3,0,997.27,
5100,2021-03-07,3,-7.3,-4.4,2.1,9.7,54.46,2.8,9,11,0,0,990.42,
5100,2021-03-08,3,-5.4,-3.4,2,8.1,70.08,4,8.4,10.083,4.3,0,988.74,
5100,2021-03-09,3,-1.4,-0.4,2.8,5.3,85.38,2.1,6.2,0.017,7.3,0.2,986.29,
5100,2021-03-10,3,0.6,2.3,6.3,10.7,74.42,4.4,14.6,2.233,7.6,0.2,984.71,
5100,2021-03-11,3,2.7,4.3,8.2,13.5,79.5,9.6,22,2.45,6.8,4.5,972.71,
5100,2021-03-12,3,2.7,3.5,5.7,9.6,77.33,8.5,22.3,1.35,7,6.2,977.42,
5100,2021-03-13,3,1.3,2.2,5.9,9.2,80.04,9.7,23.6,2.45,7.1,11.3,969.79,
5100,2021-03-14,3,0,2,3.5,7.3,85.79,4.4,12.5,1.167,7.2,4.4,979.05,
5100,2021-03-15,3,2.4,3.4,5.4,9.2,78.96,4.3,15.4,5.783,6.1,1,982.02,
5100,2021-03-16,3,0.7,2.9,4.4,7.1,82.54,2.4,8.1,0.417,7.4,2.5,990.46,
5100,2021-03-17,3,-1,0.4,3.8,7.6,79.08,2.3,10.8,1.183,7,0.5,991.1,
5100,2021-03-18,3,-3.9,-1.5,3,7.5,73.21,1.5,5.2,5.083,7.3,2.5,989.89,
5100,2021-03-19,3,-3.9,-0.4,2.4,6.5,74.04,4.3,13.6,3.15,5.9,0,988.33,
5100,2021-03-20,3,-5,-2.3,2.9,8,62.58,1.9,9.2,8.133,5,0,993.74,
5100,2021-03-21,3,1.8,2.8,5.2,9.5,67.17,2.5,9.9,2.383,7.7,0,989.73,
5100,2021-03-22,3,0.2,2.2,4.8,7,69.33,2,6.2,0.3,7.8,0.1,991.37,
5100,2021-03-23,3,-0.8,3.2,6.5,11.4,64.38,1.5,5.7,8.8,5,0,993.17,
5100,2021-03-24,3,-3,-0.6,7.9,15.9,67.21,2.2,7.8,11.267,2.4,0,990.82,
5100,2021-03-25,3,-0.8,1.8,7.7,13.7,74.75,2.7,9.7,7.033,7.2,0,988.46,
5100,2021-03-26,3,0.5,4.2,9.8,15,68.33,3.9,15.5,6.667,4,0.2,985.72,
5100,2021-03-27,3,2.7,3.9,5.9,10.7,78.29,5.7,15.6,1.8,7.4,1.6,990.9,
5100,2021-03-28,3,1.1,3.4,9.1,14.8,61.46,4.4,14.9,8.733,6.8,0,996.55,
5100,2021-03-29,3,0.5,4.3,12.1,20,52.04,2.7,8.4,12,5.6,0,998.56,
5100,2021-03-30,3,-0.9,3.2,13.6,23.8,49.83,1.5,4.1,11.683,2,0,997.46,
5100,2021-03-31,3,1,4.8,15,24.5,48.88,2,8.3,12.05,0,0,990.51,
5100,2021-04-01,3,4,6.8,14.7,24.1,57.04,2.6,10.2,10.35,2.6,0,987.51,
5100,2021-04-02,1,2,3.4,7.1,12.5,62.67,4.9,11.8,7.9,2.6,0,989.92,
5100,2021-04-03,1,0.1,4.2,7.1,12.3,53,3.8,12.1,8.1,5.1,0,992.16,
5100,2021-04-04,1,-0.9,1.1,6.6,12.5,64.42,2.3,6.3,11.017,0.7,0,989.63,
5100,2021-04-05,1,-4.4,-2.2,2.5,4.7,77.54,4.3,13.9,2.033,5.3,2,980.08,
5100,2021-04-06,1,-3.8,-2.1,0.8,6.3,70.96,3.5,12.9,3.85,6.2,0.3,981.51,
5100,2021-04-07,1,-1.3,-1,1.5,4.5,70.58,3.8,13.9,0,7.6,0.8,986.59,
5100,2021-04-08,1,-5.2,-2.4,3.5,9.2,60.21,3.1,10.6,10.95,3.5,0,990.77,
5100,2021-04-09,1,-3.5,-1.1,7.9,16,60,3.1,12.7,8.817,7.7,9.2,982.69,
5100,2021-04-10,1,7.6,7.7,8.4,9.1,94.04,3.2,10.7,0,7.8,12.5,979.31,
5100,2021-04-11,1,1.3,2.3,6.1,9.5,94.08,2.8,9,0,7.5,16,979.55,
5100,2021-04-12,1,-2.4,-0.1,3.4,9,75.67,2,8.9,6.067,6,0,993.75,
5100,2021-04-13,1,-4.1,-2,2.9,8.4,72.54,2,9.8,5.367,3.4,0,998.15,
5100,2021-04-14,1,-4.6,-2.4,2.8,8.8,66.04,2.9,9.7,8.6,2.9,0,996.26,
5100,2021-04-15,1,-3.7,-2,3.4,9.8,70.29,3.6,11.7,9.833,3.8,0.3,994.93,
5100,2021-04-16,1,-2.6,-0.6,4.4,8.3,66.17,3.4,10,3.617,7.6,0,992.78,
5100,2021-04-17,1,0.7,2.3,7.3,12.9,58.54,3.6,12.1,9.233,7.1,0,990.07,
5100,2021-04-18,1,1.5,4.8,8.8,13.2,62.08,2.3,10,2.817,7.8,0.2,988.28,
5100,2021-04-19,1,,,8.8,,78.42,1.8,8,,6.9,2,986.48,
5100,2021-04-20,1,0.5,3.2,10.1,16.5,66.46,2.1,5.1,9.733,2.6,0,984.47,
5100,2021-04-21,1,0.4,3.2,11.2,18.5,62.5,2.5,9.3,10.233,2.1,0,984.18,
5100,2021-04-22,1,2.2,3.3,8.6,15.2,55.33,4.3,10.8,13.1,5.1,0,990.62,
5100,2021-04-23,1,-0.8,1.6,9.2,16.6,51,3.6,7.9,13.733,0.1,0,993.85,
5100,2021-04-24,1,-0.2,2.4,10.2,17.6,51.58,4.5,11.3,13.317,5.3,0,991.22,
5100,2021-04-25,1,2.1,3.6,9,14.8,50.67,5.1,11,13.867,1,0,990.21,
5100,2021-04-26,1,0.2,2.4,9.4,16.3,43.58,4.7,10.6,13.783,1.2,0,983.93,
5100,2021-04-27,1,2.3,3.7,10.8,18.1,38.5,4.2,9.7,12.817,3.1,0,975.92,
5100,2021-04-28,1,-0.4,2.6,11.5,20.9,48.58,3.6,13.9,9.333,4.2,0,971.53,
5100,2021-04-29,1,-0.1,2.4,9.9,15.3,66.46,4.6,14.5,8.283,5.9,0,974.73,
5100,2021-04-30,1,-2.2,0.2,7.2,13.5,64.25,1.7,6.6,5.867,6.7,0,980.36,
5100,2021-05-01,1,-0.1,2.8,8.6,13.8,60.96,2.1,7.3,4.983,6.6,0,980.54,
5100,2021-05-02,1,-0.7,3.1,7.8,12.6,56,2,8.4,6.4,4.7,0,985.52,
5100,2021-05-03,1,-3.1,0.1,8,13.7,58.63,3.5,17.5,6.767,4.8,1,986.68,
5100,2021-05-04,1,3.8,5.6,8.9,11.9,71.63,10.1,24.5,0.783,7.1,1.4,973.1,
5100,2021-05-05,1,1.6,3.3,6.7,10.7,70.04,5.8,16.1,6.767,5.8,1.3,976.07,
5100,2021-05-06,1,0.6,3.3,5.8,8.5,87.04,3.4,9.2,0.167,7.1,6.7,975.31,
5100,2021-05-07,1,0.2,3.2,7.9,13.4,64.29,3.1,11.4,8.783,4.1,0.2,982.61,
5100,2021-05-08,1,-1.2,1.1,10.8,18.6,66.25,3.4,12.3,5.133,6.4,0,982.61,
5100,2021-05-09,1,5.3,8.6,18.9,26.4,55.71,5.6,19.9,10.8,6.5,0.4,974.11,
5100,2021-05-10,1,10.9,11.4,15.6,19.4,71.54,5.6,17,0.4,7.6,1.2,975.6,
5100,2021-05-11,1,9.2,10.1,12.2,16.1,88.04,2,6.6,0.7,7.6,0.6,977.35,
5100,2021-05-12,1,4.9,7.1,12.6,17.5,67.33,3.3,8.1,7.817,6.2,0,979.56,
5100,2021-05-13,1,2.5,4.8,10.8,16.6,69.08,3.1,10.8,6.617,5.6,0,976,
5100,2021-05-14,1,4.2,6.3,10.8,16.3,77.58,2.9,10.6,6.583,5.6,5.7,976.49,
5100,2021-05-15,1,7.5,8.3,9.7,12.6,88.21,5.2,15.1,0.683,7.3,3.7,973.72,
5100,2021-05-16,1,7.7,8.1,11,16.2,81.96,5.2,17.5,3.983,6.7,5.8,971.35,
5100,2021-05-17,1,7.9,8.2,10.7,15.6,84.58,5.2,17.3,3.633,6.9,3.4,974.65,
